Activity Date,Activity Name,Activity ID,Type,Equipment,Distance,Total Time,Moving Time,Avg Speed,Max Speed,Avg Power,Elevation Gain,Avg Grade,Kudos,Comments,Photos,Riders,Commute,Trainer,Description,num
"Dec 18, 2020 12:06 PM",Lunch Hike,4488331915,Hike,,4.28,01:32:00,01:29:01,2.9,8.3,0,2100,491.1,0,0,0,1,,,,12
"Jan 2, 2020 12:43 PM",Lunch Hike,2976709936,Hike,,4.95,01:32:34,01:29:22,3.3,6.3,0,887,179.3,0,0,0,1,,,,13
"Dec 10, 2020 11:47 AM",Lunch Hike,4455771872,Hike,,4.26,01:33:11,01:33:11,2.7,8.1,0,2133,500.6,1,0,0,1,,,,14
"Dec 20, 2020 12:14 PM",Lunch Hike,4497987053,Hike,,4.28,01:33:28,01:31:04,2.8,6.3,0,2093,488.6,0,0,0,1,,,,15
"Dec 17, 2020 12:09 PM",Lunch Hike,4484726759,Hike,,4.29,01:33:36,01:30:21,2.8,6.3,0,2119,494.2,0,0,0,1,,,,16
"Jul 7, 2020 12:56 PM",Lunch Hike,3728853210,Hike,,2.72,01:34:28,01:22:11,2,5.4,0,440,161.8,0,0,0,1,,,,17
"Dec 7, 2020 11:55 AM",Lunch Hike,4443181359,Hike,,4.21,01:35:36,01:35:07,2.7,6.7,0,2142,508.4,0,0,0,1,,,,18
"Dec 23, 2020 11:53 AM",Lunch Hike,4509658936,Hike,,4.28,01:37:03,01:35:29,2.7,6.3,0,2156,503.4,1,0,0,1,,,,19
"Dec 15, 2020 11:49 AM",Lunch Hike,4476728305,Hike,,4.25,01:37:50,01:35:05,2.7,6.3,0,2096,493.8,0,0,0,1,,,,20
"Dec 21, 2020 11:53 AM",Lunch Hike,4501437862,Hike,,4.38,01:38:10,01:35:32,2.8,23.5,0,2146,489.7,0,0,0,1,,,,21
"May 12, 2019 11:30 AM",Lunch Hike,2362996627,Hike,,2.68,01:38:14,01:23:17,1.9,13.6,0,570,212.1,0,0,0,1,,,,22
"Dec 4, 2020 11:52 AM",Lunch Hike,4429817583,Hike,,4.28,01:39:58,01:39:38,2.6,8.7,0,2156,504.1,0,0,0,1,,,,23
"Dec 5, 2020 11:49 AM",Lunch Hike,4434421570,Hike,,4.26,01:40:38,01:38:49,2.6,10.5,0,2185,512.8,1,0,0,1,,,,24
"Dec 6, 2020 11:43 AM",Lunch Hike,4439474501,Hike,,4.27,01:40:46,01:37:51,2.6,7.2,0,2159,505.4,0,0,0,1,,,,25
"Dec 13, 2020 12:14 PM",Lunch Hike,4469200320,Hike,,4.27,01:41:06,01:38:36,2.6,6.3,0,2123,496.9,1,0,0,1,,,,26
"Feb 22, 2020 12:01 PM",Lunch Hike,3136642852,Hike,,5.7,01:41:37,01:41:14,3.4,6.3,0,1094,192,0,0,0,1,,,,27
"Dec 2, 2020 11:46 AM",Lunch Hike,4422055084,Hike,,4.64,01:43:12,01:42:51,2.7,5.8,0,2198,473.4,0,0,0,1,,,,28
"Dec 16, 2020 12:35 PM",Lunch Hike,4480951726,Hike,,4.3,01:44:19,01:39:57,2.6,5.8,0,2106,490.3,0,0,0,1,,,,29
"Jul 31, 2019 12:12 PM",Lunch Hike,2579774974,Hike,,1.12,01:44:31,00:40:52,1.6,5.4,0,196,175.1,0,0,0,1,,,,30
"Dec 14, 2020 12:03 PM",Lunch Hike,4472664499,Hike,,4.28,01:46:15,01:43:02,2.5,7.6,0,2139,499.9,0,0,0,1,,,,31
"Jan 17, 2020 11:46 AM",Lunch Hike,3019918041,Hike,,4.9,01:46:22,01:42:14,2.9,7.6,0,1951,398.1,0,0,0,1,,,,32
"Apr 6, 2020 11:37 AM",Lunch Hike,3263805376,Hike,,4.73,01:49:22,01:43:53,2.7,5.4,0,1553,328.1,0,0,0,1,,,,33
"Oct 20, 2018 12:51 PM",Lunch Hike,3388549689,Hike,,4.67,01:49:59,01:35:04,3,6.7,0,1089,232.9,0,0,0,1,,,,34
"Dec 12, 2020 12:12 PM",Lunch Hike,4464148926,Hike,,5.69,01:50:34,01:46:16,3.2,30,0,2159,379.4,0,0,0,1,,,,35
"Dec 11, 2020 12:18 PM",Lunch Hike,4459666243,Hike,,4.4,01:50:52,01:45:02,2.5,5.8,0,2136,485.5,1,0,0,1,,,,36
"Mar 9, 2019 11:37 AM",Lunch Hike,3388549740,Hike,,4.6,01:59:12,01:46:08,2.6,11.9,0,1346,292.7,0,0,0,1,,,,37
"Nov 27, 2020 11:55 AM",Lunch Hike,4399108318,Hike,,6.07,02:07:23,02:05:25,2.9,6.7,0,1995,328.5,1,0,0,1,,,,38
"Jan 24, 2020 11:12 AM",Lunch Hike,3039931613,Hike,,6.15,02:17:45,02:10:32,2.8,6.5,0,2232,363.2,0,0,0,2,,,,39
"Oct 11, 2018 12:36 PM",Lunch Hike,3388549698,Hike,,13.66,02:55:30,01:42:09,8,53.7,0,2068,151.4,0,0,0,1,,,,40
"Jul 4, 2019 12:29 PM",Lunch Hike,2506882325,Hike,,7.3,03:02:38,02:32:53,2.9,7.8,0,1989,272.6,0,0,0,1,,,,41
"Apr 1, 2019 12:44 PM",Lunch Hike,3388553700,Hike,,3.22,03:04:01,01:44:32,1.8,4.9,0,946,293.7,0,0,0,1,,,,42
"Jul 17, 2020 11:07 AM",Lunch Hike,3777111233,Hike,,7.75,03:09:10,02:42:52,2.9,6.5,0,2333,301.1,0,0,0,1,,,,43
"Aug 17, 2019 12:15 PM",Lunch Hike,2633142252,Hike,,3.05,03:11:14,01:42:15,1.8,16.6,0,840,275.2,0,0,0,1,,,,44
"Nov 9, 2019 12:59 PM",Lunch Hike,2853581484,Hike,,5.4,03:51:54,02:25:41,2.2,6,0,3052,565,1,0,0,2,,,,45
"Jun 25, 2020 11:47 AM",Lunch Hike,3671466936,Hike,,8.4,04:06:59,03:14:22,2.6,8.1,0,3061,364.2,3,1,2,1,,,,46
"May 27, 2020 11:51 AM",Lunch Hike,3522790594,Hike,,12.16,04:32:57,03:17:57,3.7,21,0,1942,159.7,2,0,2,1,,,,47
"Oct 19, 2019 12:46 PM",Lunch Hike,2801860114,Hike,,8.43,04:41:10,03:52:08,2.2,7.6,0,3435,407.7,2,0,0,2,,,,48
"May 27, 2019 11:39 AM",Lunch Hike,2402623320,Hike,,12.64,04:43:07,04:34:30,2.8,19.7,0,4939,390.7,0,0,0,1,,,,49
"Nov 8, 2019 11:58 AM",Lunch Hike,2851037014,Hike,,7.92,04:48:21,03:49:26,2.1,5.8,0,2694,340.2,1,0,0,2,,,,50
"Sep 8, 2020 12:10 PM",Lunch Ride,4031344231,Ride,,8.74,00:32:35,00:32:35,16.1,25.9,170,95,10.9,0,0,0,1,Commute,,,
"Sep 11, 2020 11:03 AM",Lunch Ride,4044877650,Ride,,8.58,00:32:51,00:31:02,16.6,27.7,158.7,62,7.3,0,0,0,1,Commute,,,1
"Sep 22, 2020 11:55 AM",Lunch Ride,4098205588,Ride,,8.74,00:33:35,00:32:36,16.1,23.7,161.1,92,10.5,0,0,0,1,Commute,,,2
"Apr 6, 2019 11:29 AM",Lunch Ride,3388553660,Ride,,2.48,00:34:19,00:33:45,4.4,17.9,195.8,612,247,0,0,0,1,,,,3
"Sep 29, 2020 11:54 AM",Lunch Ride,4129450385,Ride,,8.74,00:34:58,00:33:56,15.5,24.2,149.9,92,10.5,0,0,0,1,Commute,,,4
"Sep 1, 2020 11:52 AM",Lunch Ride,3997334857,Ride,,8.73,00:35:31,00:33:36,15.6,23.7,162.7,102,11.6,0,0,0,1,Commute,,,5
"Aug 25, 2020 11:56 AM",Lunch Ride,3964962074,Ride,,8.73,00:35:44,00:34:01,15.4,24.6,146.9,92,10.5,0,0,0,1,Commute,,,6
"May 3, 2019 12:42 PM",Lunch Ride,2339329947,Ride,,6.31,00:55:01,00:54:22,7,21,0,1364,215.9,0,0,0,1,,,,7
"Jul 19, 2019 12:24 PM",Lunch Ride,2546083698,Ride,,17.1,01:12:34,01:11:07,14.4,34.4,0,560,32.7,0,0,0,1,,,,8
"Jun 26, 2020 11:43 AM",Lunch Ride,3675095566,Ride,,16.34,01:14:08,01:10:01,14,25.1,184.5,827,50.6,1,0,0,1,,,,9
"Apr 19, 2019 11:27 AM",Lunch Ride,2311540965,Ride,,7.67,01:31:14,01:14:18,6.2,25.1,0,1583,206.5,0,0,0,1,,,,10
"Mar 29, 2020 12:26 PM",Lunch Ride,3232852367,Ride,,9.24,01:34:34,01:30:42,6.1,21.5,0,2112,228.6,1,0,0,1,,,,11
"Apr 27, 2020 11:46 AM",Lunch Ride,3362984139,Ride,,9.08,01:34:37,01:30:24,6,25.9,166.8,1901,209.4,1,0,0,1,,,,12
"Apr 27, 2019 11:35 AM",Lunch Ride,2323639694,Ride,,13.95,01:39:39,01:37:32,8.6,20.6,0,1931,138.4,0,0,0,1,,,,13
"Jan 1, 2019 11:35 AM",Lunch Ride,3388549709,Ride,,8.28,01:43:28,01:39:17,5,19.7,117,1221,147.5,0,0,0,1,,,,14
"Jun 2, 2020 11:49 AM",Lunch Ride,3554771481,Ride,,16.44,01:51:36,01:37:57,10.1,25.5,138.7,768,46.7,0,0,0,1,,,,15
"Jan 19, 2020 11:40 AM",Lunch Ride,3026511902,Ride,,31.5,02:24:42,02:18:18,13.7,22.8,0,435,13.8,0,0,0,1,,,,16
"Jul 15, 2020 11:39 AM",Lunch Ride,3767921774,Ride,,29.28,02:41:53,02:36:02,11.3,32.7,152,2418,82.6,1,0,0,1,,,,17
"May 2, 2020 12:45 PM",Lunch Ride,3387798709,Ride,,16.21,02:54:50,02:45:51,5.9,25.1,156.2,3121,192.6,2,0,0,1,,,,18
"Jun 16, 2019 11:51 AM",Lunch Ride,2456177205,Ride,,45.19,03:03:14,02:47:08,16.2,34.4,0,1684,37.3,0,0,0,1,,,,19
"May 8, 2020 11:39 AM",Lunch Ride,3420923864,Ride,,16.97,03:26:36,03:03:51,5.5,23.3,147.7,3897,229.7,2,1,0,1,,,,20
"Jan 22, 2020 12:25 PM",Lunch Run,3034581929,Run,,4.53,00:38:49,00:38:41,7,9.8,0,194,42.9,0,0,0,1,,,,
"Mar 18, 2020 12:19 PM",Lunch Run,3195228121,Run,,4.5,00:40:44,00:40:41,6.6,11.2,0,196,43.4,0,0,0,1,,,,1
"Mar 10, 2020 11:33 AM",Lunch Run,3171802014,Run,,4.14,00:42:13,00:42:01,5.9,9.8,0,274,66.3,0,0,0,1,,,,2
"Mar 20, 2020 11:10 AM",Lunch Run,3200959364,Run,,4.41,00:47:57,00:47:12,5.6,10.3,0,949,215,0,0,0,1,,,,3
"Apr 12, 2020 12:02 PM",Lunch Run,3290764898,Run,,6.2,00:52:50,00:52:50,7,9.8,0,320,51.6,3,0,0,1,,,,4
"Mar 10, 2020 12:58 PM",Lunch Run,3172137399,Run,,4.47,00:55:13,00:54:18,4.9,9.2,0,919,205.3,0,0,0,1,,,,5
"Mar 26, 2020 12:41 PM",Lunch Run,3221451568,Run,,5.41,00:59:59,00:56:05,5.8,8.9,0,1023,189.2,0,0,0,1,,,,6
"Apr 5, 2020 12:37 PM",Lunch Run,3260111018,Run,,5.72,01:01:22,01:00:20,5.7,8.7,0,1026,179.5,1,0,0,1,,,,7
"Apr 1, 2020 12:33 PM",Lunch Run,3243674984,Run,,4.8,01:03:56,01:00:57,4.7,9.4,0,1565,326.3,1,0,0,1,,,,8
"Apr 7, 2020 11:13 AM",Lunch Run,3267958252,Run,,4.8,01:04:17,01:01:03,4.7,8.1,0,1615,336.7,0,0,0,1,,,,9
"Aug 10, 2019 12:16 PM",Lunch Run,2607867830,Run,,7,01:06:38,01:06:28,6.3,11.2,0,553,79,0,0,0,1,,,,10
"Oct 4, 2020 11:31 AM",Lunch Run,4151761138,Run,,7.07,01:09:09,01:08:27,6.2,11,0,1372,194.2,0,0,0,1,,,,11
"Sep 14, 2019 11:45 AM",Lunch Run,2708650402,Run,,7.29,01:10:11,01:10:01,6.2,10.7,0,585,80.2,1,0,0,1,,,,12
"Oct 11, 2020 11:51 AM",Lunch Run,4182742395,Run,,6.83,01:11:56,01:10:06,5.8,11.2,0,1050,153.7,1,0,0,1,,,,13
"Oct 3, 2020 12:46 PM",Lunch Run,4147055720,Run,,6.9,01:12:54,01:12:16,5.7,9.4,0,1079,156.4,1,0,0,1,,,,14
"Apr 26, 2020 11:22 AM",Lunch Run,3358385999,Run,,9.37,01:47:36,01:38:27,5.7,11.2,0,1758,187.6,1,0,1,1,,,,15
"Apr 13, 2020 12:06 PM",Lunch Run,3295121799,Run,,10.58,02:06:31,01:53:16,5.6,12.3,0,2294,216.7,0,0,0,1,,,,16
"Apr 4, 2020 11:32 AM",Lunch Run,3255436431,Run,,10.6,02:09:55,02:02:50,5.2,11.2,0,2262,213.4,1,0,0,1,,,,17
"May 4, 2020 11:26 AM",Lunch Run,3398438951,Run,,10.63,02:10:45,01:56:20,5.5,10.7,0,2270,213.6,0,0,0,1,,,,18
"May 7, 2020 11:45 AM",Lunch Run,3415561738,Run,,13.65,02:35:48,02:09:24,6.3,13.6,0,547,40.1,2,0,0,1,,,,19
"Jul 9, 2017 11:50 AM",Lunch Run,3403425090,Hike,,14.45,04:18:36,04:15:17,3.4,6.9,0,915,63.3,0,0,0,1,,,,20
"Jul 24, 2020 6:45 AM",Marshall Madness day 1,3812672138,Hike,,9.87,07:14:04,04:49:52,2,5.8,0,5971,604.8,2,0,3,1,,,,
"Jul 25, 2020 7:02 AM",Marshall Madness Day 2,3812671466,Hike,,14.38,08:11:16,05:44:41,2.5,6,0,3930,273.4,2,0,4,1,,,,
"Jan 21, 2020 10:43 AM",Morning Activity,3031533189,NordicSki,,3.95,00:58:54,00:55:47,4.2,14.8,0,480,121.5,0,0,0,1,,,,
"Feb 17, 2020 9:42 AM",Morning Activity,3108446270,NordicSki,,3.66,01:22:12,01:12:48,3,22.6,0,1888,516.5,2,0,0,1,,,,1
"Dec 21, 2019 9:08 AM",Morning Activity,2947813587,Snowshoe,,2.72,01:55:45,01:17:55,2.1,5.8,0,499,183.6,0,0,0,1,,,,2
"Jun 30, 2019 10:16 AM",Morning Activity,2496525805,StandUpPaddling,,5.81,02:05:43,01:38:36,3.5,7.2,0,456,78.5,0,0,0,1,,,,3
"Jan 20, 2020 10:16 AM",Morning Activity,3029007466,Snowshoe,,2.99,02:13:42,01:42:33,1.8,4.7,0,1799,601,0,0,0,1,,,,4
"Sep 1, 2019 10:59 AM",Morning Activity,2672186865,StandUpPaddling,,6.82,04:55:47,02:38:08,2.6,12.3,0,1148,168.4,0,0,2,1,,,,5
"May 25, 2019 8:24 AM",Morning Activity,2397343562,StandUpPaddling,,21.73,05:05:17,04:54:37,4.4,9.4,0,1381,63.6,0,0,0,1,,,Oh how I love when my $*** watch loses signal!,6
"Jan 4, 2020 8:35 AM",Morning Activity,2982529090,NordicSki,,10.19,05:31:18,02:59:07,3.4,23.3,0,3283,322.2,1,0,3,1,,,,7
"Nov 21, 2019 10:17 AM",Morning Activity,2882224113,NordicSki,,10.17,06:01:15,03:53:12,2.6,16.8,0,3064,301.3,1,1,0,2,,,,8
"Jun 9, 2020 8:43 AM",Morning Activity,3590588482,Kayaking,,21.52,07:22:54,05:17:45,4.1,22.8,0,1473,68.5,0,0,0,1,,,,9
"Aug 21, 2019 8:48 AM",Morning Hike,2641198527,Hike,,0.56,00:30:39,00:19:21,1.7,4.5,0,63,112.9,0,0,0,1,,,,
"Aug 21, 2019 10:12 AM",Morning Hike,2641200863,Hike,,0.75,00:40:29,00:25:38,1.7,12.3,0,122,163.4,0,0,0,1,,,,1
"Dec 25, 2019 10:31 AM",Morning hike,2955959380,Hike,,3.23,00:47:49,00:47:20,4.1,6.7,0,636,196.8,0,0,0,1,,,,2
"Jan 1, 2020 9:20 AM",Morning Hike,2973550188,Hike,,2.29,00:54:00,00:54:00,2.5,5.8,0,844,369.3,0,0,0,1,,,,3
"Dec 31, 2019 7:50 AM",Morning Hike,2970931461,Hike,,1.98,00:58:49,00:56:59,2.1,4.5,0,945,477.3,0,0,0,1,,,,4
"May 8, 2019 8:30 AM",Morning Hike,2353739134,Hike,,2.15,01:10:44,01:04:13,2,5.6,0,1140,530.8,0,0,0,1,,,,5
"Mar 2, 2020 10:58 AM",Morning Hike,3148476766,Hike,,4.55,01:13:23,01:13:23,3.7,6.7,0,947,208.2,1,0,0,1,,,,6
"Jan 14, 2020 10:53 AM",Morning Hike,3011278909,Hike,,3.34,01:15:01,01:11:13,2.8,4.9,0,1175,351.1,0,0,0,1,,,,7
"Oct 4, 2018 9:16 AM",Morning Hike,3388541161,Hike,,1.4,01:26:55,00:56:25,1.5,6.7,0,509,362.3,0,0,0,1,,,,8
"Mar 31, 2020 9:13 AM",Morning Hike,3239008371,Hike,,3.38,01:30:42,01:29:57,2.3,6.7,0,1954,577.8,0,0,0,1,,,,9
"Mar 30, 2020 10:19 AM",Morning Hike,3235634356,Hike,,4.49,01:36:30,01:35:26,2.8,5.4,0,1518,338.1,1,0,0,1,,,,10
"Oct 14, 2018 10:01 AM",Morning Hike,3388549686,Hike,,3.99,01:41:31,01:29:19,2.7,20.8,0,2078,521.3,0,0,0,1,,,,11
"Dec 1, 2020 9:53 AM",Morning Hike,4417161019,Hike,,4.66,01:43:06,01:41:21,2.8,7.2,0,2146,460.4,1,0,0,1,,,,12
"Apr 3, 2020 10:51 AM",Morning Hike,3250963289,Hike,,4.78,01:43:14,01:39:53,2.9,5.8,0,1606,335.8,0,0,0,1,,,,13
"Mar 5, 2020 10:35 AM",Morning Hike,3157172828,Hike,,6.74,01:50:47,01:49:35,3.7,7.2,0,2214,328.5,0,0,0,1,,,,14
"Jul 20, 2020 9:59 AM",Morning Hike,3791529983,Hike,,7.3,01:55:03,01:49:04,4,10.3,0,1942,266,1,0,0,1,,,,15
"May 15, 2019 8:57 AM",Morning Hike,2371064111,Hike,,2.28,02:03:02,01:09:14,2,19.7,0,151,66.3,0,0,0,1,,,,16
"Feb 28, 2020 9:37 AM",Morning Hike,3139698411,Hike,,6.82,02:13:20,02:10:30,3.1,14.8,0,2236,327.9,0,0,0,1,,,,17
"Oct 5, 2018 9:55 AM",Morning Hike,3388542766,Hike,,1.76,02:13:34,01:08:26,1.5,5.4,0,523,297.5,0,0,0,1,,,,18
"Nov 7, 2018 8:34 AM",Morning Hike,3388549753,Hike,,2.63,02:50:36,01:33:53,1.7,6.3,0,740,280.9,0,0,0,1,,,,19
"Jun 8, 2020 10:54 AM",Morning Hike,3584653261,Hike,,8.7,03:22:40,03:03:29,2.8,7.2,0,1437,165.2,1,0,3,1,,,,20
"Oct 16, 2018 9:38 AM",Morning Hike,3388549745,Hike,,2.86,03:30:37,01:26:34,2,11.4,0,614,214.4,0,0,0,1,,,,21
"Jul 21, 2020 5:13 AM",Morning Hike,3795760649,Hike,,9.25,03:37:14,03:12:01,2.9,8.3,0,3504,378.8,1,0,0,1,,,,22
"May 29, 2019 10:57 AM",Morning Hike,2407886245,Hike,,6.06,03:56:59,02:53:17,2.1,31.3,0,821,135.5,0,0,0,1,,,Watch malfunctioned  should be about 15 miles. ,23
"Aug 12, 2020 9:51 AM",Morning Hike,3904148970,Hike,,8.44,03:59:08,02:35:02,3.3,7.6,0,2385,282.8,0,0,0,1,,,,24
"Jun 15, 2020 10:31 AM",Morning Hike,3620602819,Hike,,7.96,04:05:37,03:36:31,2.2,6.9,0,2877,361.3,3,0,1,1,,,,25
"Apr 4, 2019 8:18 AM",Morning Hike,3388553747,Hike,,3.78,04:10:20,02:38:19,1.4,6.3,0,1390,367.4,0,0,0,1,,,,26
"Jun 23, 2020 8:51 AM",Morning Hike,3660639703,Hike,,12.05,04:11:01,03:37:48,3.3,5.8,0,1027,85.2,2,2,0,1,,,Should have brought that diaper again...,27
"Mar 6, 2020 8:27 AM",Morning Hike,3159985663,Hike,,6.8,04:14:01,03:07:59,2.2,6,0,2451,360.7,0,0,0,1,,,,28
"Jul 31, 2019 7:35 AM",Morning Hike,2579771367,Hike,,3.02,04:14:59,02:26:52,1.2,12.1,0,548,181.6,0,0,0,1,,,,29
"Apr 2, 2019 9:05 AM",Morning Hike,3388553727,Hike,,3.1,04:18:23,02:03:06,1.5,6.7,0,1467,472.5,0,0,0,1,,,Class 5 mosquitos and flies. Literally made every moment unbearable. May have been the most unpleasant day in the mountains of my life. I am shocked I survived. ,30
"May 22, 2019 8:56 AM",Morning Hike,2389473484,Hike,,4.49,04:34:06,02:35:18,1.7,46.3,0,1287,286.7,0,0,0,1,,,,31
"Oct 4, 2018 10:55 AM",Morning Hike,3388542128,Hike,,3.53,04:51:56,02:16:51,1.5,16.3,0,1200,339.9,0,0,0,1,,,,32
"Jun 10, 2019 8:59 AM",Morning Hike,2440219580,Hike,,4.44,04:52:25,03:08:46,1.4,19.5,0,984,221.4,0,0,0,1,,,,33
"May 28, 2019 10:05 AM",Morning Hike,2405408290,Hike,,5.06,04:59:16,03:20:28,1.5,11.6,0,1101,217.5,0,0,0,1,,,,34
"Sep 22, 2019 6:33 AM",Morning Hike,2731941764,Hike,,15.31,05:06:05,04:22:38,3.5,14.3,0,4115,268.8,0,0,0,1,,,,35
"Jun 12, 2019 9:00 AM",Morning Hike,2445592512,Hike,,4.38,05:12:43,02:48:07,1.6,5.4,0,783,178.5,0,0,0,1,,,,36
"May 11, 2019 7:57 AM",Morning Hike,2362021978,Hike,,4.84,05:14:48,02:36:57,1.8,22.8,0,2627,542.8,0,0,0,1,,,,37
"Oct 12, 2018 10:00 AM",Morning Hike,3388549762,Hike,,4.9,05:45:36,03:06:20,1.6,21.7,0,1427,291.1,0,0,0,1,,,,38
"Mar 21, 2019 9:02 AM",Morning Hike,3388553744,Hike,,2.89,05:48:28,01:54:04,1.5,23.5,0,1434,495.5,0,0,0,1,,,Slow but still pretty stoked!,39
"Aug 30, 2019 7:54 AM",Morning Hike,2672184260,Hike,,11.17,05:49:01,03:57:58,2.8,7.6,0,3524,315.4,2,0,2,3,,,,40
"Oct 10, 2018 9:55 AM",Morning Hike,3388549778,Hike,,5.24,05:52:32,03:03:21,1.7,21.9,0,1513,288.9,0,0,0,1,,,,41
"Oct 6, 2018 8:55 AM",Morning Hike,3388549780,Hike,,15.58,05:59:29,05:03:28,3.1,17.7,0,5129,329.3,0,0,0,1,,,,42
"May 1, 2019 9:07 AM",Morning Hike,2335012495,Hike,,5.89,06:14:49,03:59:35,1.5,23,0,1167,198,0,0,0,1,,,,43
"Jun 18, 2019 9:08 AM",Morning Hike,2474680046,Hike,,4.51,06:27:33,02:33:07,1.8,21,0,902,199.9,0,0,0,1,,,,44
"Jul 17, 2019 8:21 AM",Morning Hike,2541352753,Hike,,4.53,06:52:41,02:39:22,1.7,14.5,0,872,192.5,0,0,0,1,,,,45
"Jul 3, 2019 8:31 AM",Morning Hike,2506880177,Hike,,5.03,07:03:44,02:41:08,1.9,13,0,1080,214.8,0,0,0,1,,,Denali's first overnight!,46
"Apr 3, 2019 7:44 AM",Morning Hike,3388553815,Hike,,6.61,07:08:14,03:58:12,1.7,16.1,0,1645,249,0,0,0,1,,,7 summits in 5 days. Summer is here!,47
"Oct 17, 2018 9:10 AM",Morning Hike,3388549842,Hike,,13,08:24:31,05:03:11,2.6,41.2,0,1755,135,0,0,0,1,,,,48
"Sep 15, 2019 7:30 AM",Morning Hike,2712746921,Hike,,20.22,11:16:41,08:09:13,2.5,7.8,0,5038,249.2,0,0,0,2,,,,49
"Apr 24, 2020 7:50 AM",Morning Hike,3348639283,Hike,,15.38,12:45:13,06:36:50,2.3,11.6,0,2646,172.1,1,0,0,1,,,,50
"Sep 4, 2020 10:39 AM",Morning Ride,4011059651,Ride,,8.58,00:30:03,00:30:03,17.1,30,163.5,102,11.9,0,0,0,1,Commute,,,
"Sep 22, 2020 10:07 AM",Morning Ride,4097464092,Ride,,8.72,00:30:38,00:30:38,17.1,27.7,175.2,82,9.4,0,0,0,1,Commute,,,1
"Sep 1, 2020 10:04 AM",Morning Ride,3996633682,Ride,,8.7,00:31:09,00:30:47,17,28.2,170.7,92,10.6,0,0,0,1,Commute,,,2
"Sep 10, 2020 10:08 AM",Morning Ride,4040078801,Ride,,8.92,00:31:29,00:31:29,17,27.3,161.2,112,12.5,0,0,0,1,Commute,,,3
"Aug 26, 2020 7:06 AM",Morning Ride,3968361134,Ride,,8.58,00:31:44,00:31:44,16.2,28.2,149.6,72,8.4,0,0,0,1,Commute,,,4
"Sep 29, 2020 10:11 AM",Morning Ride,4128778021,Ride,,8.7,00:31:44,00:31:11,16.7,28.2,161.7,72,8.3,0,0,0,1,Commute,,,5
"Sep 9, 2020 7:06 AM",Morning Ride,4034626048,Ride,,8.59,00:31:46,00:31:18,16.5,27.3,151.1,72,8.4,0,0,0,1,Commute,,,6
"Sep 3, 2020 10:06 AM",Morning Ride,4006263203,Ride,,8.68,00:32:02,00:30:27,17.1,30.4,176,102,11.7,0,0,0,1,Commute,,,7
"Sep 28, 2020 10:39 AM",Morning Ride,4124427006,Ride,,8.77,00:32:05,00:32:05,16.4,27.3,160.9,82,9.4,0,0,0,1,Commute,,,8
"Aug 28, 2020 7:55 AM",Morning Ride,3977744166,Ride,,8.59,00:32:25,00:30:45,16.8,32.7,167.3,72,8.4,0,0,0,1,Commute,,,9
"Oct 9, 2020 10:55 AM",Morning Ride,4173380824,Ride,,8.58,00:32:27,00:31:17,16.5,28.6,152.5,72,8.4,0,0,0,1,Commute,,,10
"Sep 21, 2020 10:17 AM",Morning Ride,4092885085,Ride,,8.78,00:32:34,00:32:34,16.2,25.9,156,92,10.5,0,0,0,1,Commute,,,11
"Aug 24, 2020 8:38 AM",Morning Ride,3959294067,Ride,,8.61,00:32:42,00:32:42,15.8,29.5,148.4,72,8.4,0,0,0,1,Commute,,,12
"Oct 5, 2020 10:55 AM",Morning Ride,4155189739,Ride,,8.71,00:32:43,00:31:33,16.6,28.2,158.9,92,10.6,0,0,0,1,Commute,,,13
"Sep 23, 2020 7:05 AM",Morning Ride,4101489464,Ride,,8.58,00:32:59,00:31:53,16.1,27.3,154.9,72,8.4,0,0,0,1,Commute,,,14
"Sep 8, 2020 10:08 AM",Morning Ride,4030550146,Ride,,8.69,00:33:00,00:31:34,16.5,28.2,154.1,102,11.7,0,0,0,1,Commute,,,15
"Sep 25, 2020 10:55 AM",Morning Ride,4111028712,Ride,,8.57,00:33:05,00:31:19,16.4,30.4,148,92,10.7,0,0,0,1,Commute,,,16
"Sep 2, 2020 7:12 AM",Morning Ride,4000855288,Ride,,8.58,00:33:10,00:31:25,16.4,27.7,158.6,82,9.6,0,0,0,1,Commute,,,17
"Oct 1, 2020 9:51 AM",Morning Ride,4137745777,Ride,,8.94,00:34:18,00:34:18,15.6,28.2,146.9,92,10.3,0,0,0,1,Commute,,,18
"Aug 25, 2020 9:55 AM",Morning Ride,3964289890,Ride,,8.7,00:34:23,00:34:23,15.2,25.5,137.2,72,8.3,0,0,0,1,Commute,,,19
"Aug 21, 2020 9:38 AM",Morning Ride,3945783356,Ride,,8.65,00:34:30,00:34:30,15,26.4,139.8,49,5.7,0,0,0,1,Commute,,,20
"Aug 27, 2020 10:06 AM",Morning Ride,3973863460,Ride,,8.93,00:37:05,00:35:21,15.2,28.2,150.2,92,10.3,0,0,0,1,Commute,,,21
"May 3, 2019 10:46 AM",Morning Ride,2339329901,Ride,,3.74,01:00:41,00:51:07,4.4,17.4,0,958,255.9,0,0,0,1,,,,22
"Apr 27, 2019 8:45 AM",Morning Ride,2323639519,Ride,,3.35,01:01:44,00:36:43,5.5,22.8,0,754,224.7,0,0,0,1,,,,23
"May 4, 2019 10:32 AM",Morning Ride,2341774368,Ride,,6.77,01:03:10,01:02:15,6.5,22.4,0,1450,214.1,0,0,0,1,,,,24
